post_id,bill_of_sale_available,mortgage_available,repair_available,products_label,price,location,room_count,area,floor_number,total_floors,region,added_time
4836482,True,False,True,default,400000,28 May m.,3,121.0,6,18,Bakı,2024-12-14 22:01:00
4735338,False,True,False,Kompleks,1309630,Nizami m.,5,371.0,15,16,Bakı,2024-12-14 22:01:00
4738839,True,False,True,default,87000,Köhnə Günəşli q.,2,35.0,9,9,Bakı,2024-12-14 22:01:00
4735339,False,True,False,Kompleks,1258560,Nizami m.,5,368.0,15,16,Bakı,2024-12-14 22:01:00
4737499,False,True,False,Kompleks,1045280,Nizami m.,5,278.0,15,16,Bakı,2024-12-14 22:00:00
4744383,False,True,False,Kompleks,493890,Nizami m.,3,163.0,10,16,Bakı,2024-12-14 22:00:00
4690396,False,True,False,Kompleks,352170,Nizami m.,2,117.0,4,16,Bakı,2024-12-14 22:00:00
4791865,True,False,True,default,102000,Memar Əcəmi m.,2,50.0,5,5,Bakı,2024-12-14 21:59:00
4744387,False,True,False,Kompleks,359190,Nizami m.,2,117.0,9,16,Bakı,2024-12-14 21:59:00
4744384,False,True,False,Kompleks,487370,Nizami m.,3,163.0,6,16,Bakı,2024-12-14 21:59:00
4744382,False,True,False,Kompleks,502040,Nizami m.,3,163.0,14,16,Bakı,2024-12-14 21:59:00
4738972,False,True,False,Kompleks,360360,Nizami m.,2,117.0,10,16,Bakı,2024-12-14 21:59:00
4539515,False,False,False,Agentlik,375000,Şah İsmayıl Xətai m.,3,125.0,18,20,Bakı,2024-12-14 21:59:00
4738969,False,True,False,Kompleks,679800,Nizami m.,4,220.0,10,16,Bakı,2024-12-14 21:59:00
4762622,True,True,True,Agentlik,275000,8 Noyabr m.,3,85.0,5,12,Bakı,2024-12-14 21:59:00
4515281,True,True,True,Agentlik,1450000,İçəri Şəhər m.,5,136.0,4,4,Bakı,2024-12-14 21:58:00
4735325,False,True,False,Kompleks,228240,Nizami m.,1,72.0,13,16,Bakı,2024-12-14 21:58:00
4738960,False,True,False,Kompleks,734160,Nizami m.,4,266.0,3,16,Bakı,2024-12-14 21:58:00
4738958,False,True,False,Kompleks,717600,Nizami m.,4,276.0,3,16,Bakı,2024-12-14 21:58:00
4690398,False,True,False,Kompleks,416480,Nizami m.,2,152.0,3,16,Bakı,2024-12-14 21:58:00
4836478,True,False,True,default,142000,Elmlər Akademiyası m.,2,47.1,19,20,Bakı,2024-12-14 22:01:00
4690403,False,True,False,Kompleks,1485000,Nizami m.,8,450.0,16,16,Bakı,2024-12-14 21:57:00
4656470,True,True,True,Agentlik,335000,8 Noyabr m.,3,160.0,15,21,Bakı,2024-12-14 21:57:00
4797145,True,True,True,Agentlik,430000,Nizami m.,3,174.0,9,22,Bakı,2024-12-14 21:57:00
4423005,True,False,True,Agentlik,340000,8 Noyabr m.,3,150.0,8,16,Bakı,2024-12-14 21:56:00
4672585,True,True,True,default,460000,Nəriman Nərimanov m.,3,198.0,15,16,Bakı,2024-12-14 21:56:00
4765452,False,False,True,Agentlik,167000,28 May m.,2,62.0,10,11,Bakı,2024-12-14 21:56:00
4431683,False,False,False,Agentlik,680000,Ağ şəhər q.,4,194.0,14,20,Bakı,2024-12-14 21:56:00
4836475,False,False,True,Agentlik,359000,Nəsimi r.,3,125.0,8,18,Bakı,2024-12-14 22:26:00
4800021,True,False,True,default,68000,Masazır q.,2,57.0,1,6,Bakı,2024-12-14 21:55:00
4836474,True,False,True,default,120000,Biləcəri q.,3,60.0,2,5,Bakı,2024-12-14 21:55:00
4828671,False,False,True,default,90000,Masazır q.,3,76.0,3,6,Bakı,2024-12-14 21:54:00
4785486,True,True,True,default,295000,8-ci mikrorayon q.,3,103.0,15,17,Bakı,2024-12-14 21:54:00
4836473,True,False,True,default,168000,Qara Qarayev m.,3,85.0,2,5,Bakı,2024-12-14 22:32:00
4735859,False,False,False,default,213000,Qara Qarayev m.,3,92.0,6,14,Bakı,2024-12-14 21:53:00
4809358,True,False,True,Agentlik,430000,Nizami m.,3,174.0,8,21,Bakı,2024-12-14 21:53:00
4812496,True,True,True,Agentlik,2200000,Şah İsmayıl Xətai m.,5,500.0,7,28,Bakı,2024-12-14 21:52:00
4815545,True,True,True,Agentlik,1400000,Nizami m.,7,750.0,22,23,Bakı,2024-12-14 21:52:00
4836472,False,False,True,default,104700,Əhmədli q.,1,44.0,3,5,Bakı,2024-12-14 21:58:00
4377000,True,False,True,Agentlik,400000,28 May m.,3,161.0,8,16,Bakı,2024-12-14 21:58:00
4649161,True,False,True,Agentlik,585000,28 May m.,4,188.0,9,17,Bakı,2024-12-14 21:51:00
4582700,True,True,True,default,999000,Nizami m.,5,330.0,10,14,Bakı,2024-12-14 21:51:00
4816845,False,False,True,default,126000,Əhmədli q.,2,55.0,5,7,Bakı,2024-12-14 21:51:00
4836468,True,True,True,Agentlik,346000,Nərimanov r.,3,117.0,10,16,Bakı,2024-12-14 21:50:00
4787833,False,False,True,default,84500,Masazır q.,3,65.0,6,14,Bakı,2024-12-14 21:48:00
4700709,True,True,True,default,175000,Nəsimi m.,2,64.0,5,17,Bakı,2024-12-14 21:48:00
4533880,True,False,True,Agentlik,350000,28 May m.,3,110.0,9,17,Bakı,2024-12-14 21:58:00
4779651,True,True,True,default,97000,Masazır q.,2,60.0,3,7,Bakı,2024-12-14 21:46:00
4798008,True,False,True,Agentlik,260000,Qara Qarayev m.,3,110.0,4,17,Bakı,2024-12-14 21:50:00
4836466,True,False,True,Agentlik,330000,Elmlər Akademiyası m.,2,101.3,2,16,Bakı,2024-12-14 21:46:00
4816276,False,False,False,Agentlik,328000,Ağ şəhər q.,2,90.0,2,8,Bakı,2024-12-14 21:45:00
4816662,False,False,False,Agentlik,351300,Ağ şəhər q.,2,98.0,7,8,Bakı,2024-12-14 21:45:00
4352560,True,False,True,Agentlik,360000,Sahil m.,3,80.0,3,7,Bakı,2024-12-14 21:44:00
4836463,True,True,True,Agentlik,350000,8 Noyabr m.,3,115.0,9,10,Bakı,2024-12-14 21:43:00
4836461,True,False,True,Agentlik,345000,Nəsimi r.,3,135.0,14,18,Bakı,2024-12-14 21:43:00
4824641,True,False,True,Agentlik,230000,İnşaatçılar m.,2,80.0,14,16,Bakı,2024-12-14 21:42:00
4792938,True,False,True,Agentlik,215000,Xətai r.,3,100.0,3,6,Bakı,2024-12-14 21:42:00
4833910,True,False,True,default,240000,Nizami m.,4,80.0,3,3,Bakı,2024-12-14 21:42:00
4824286,True,False,True,Agentlik,350000,Qara Qarayev m.,3,125.0,10,18,Bakı,2024-12-14 21:42:00
4675538,False,False,False,Agentlik,586460,Xətai r.,3,100.0,3,7,Bakı,2024-12-14 21:42:00
4828735,False,False,True,Agentlik,376000,Ağ şəhər q.,2,68.0,3,6,Bakı,2024-12-14 21:42:00
4646071,True,False,True,default,240000,Səbail r.,3,125.0,14,15,Bakı,2024-12-14 21:42:00
4828380,False,False,True,Agentlik,350000,Ağ şəhər q.,2,50.0,4,7,Bakı,2024-12-14 21:41:00
4811522,False,True,False,Agentlik,431200,Ağ şəhər q.,2,88.0,7,8,Bakı,2024-12-14 21:41:00
4734579,False,False,False,Agentlik,310000,Ağ şəhər q.,2,60.0,4,7,Bakı,2024-12-14 21:41:00
4793024,False,False,False,Agentlik,407000,Ağ şəhər q.,4,145.0,3,7,Bakı,2024-12-14 21:41:00
4512003,True,False,True,Agentlik,285000,Nəsimi r.,3,96.0,3,16,Bakı,2024-12-14 21:41:00
4741834,False,False,False,Agentlik,1200000,Ağ şəhər q.,6,245.0,2,6,Bakı,2024-12-14 21:41:00
4803999,False,False,False,default,51300,Mehdiabad q.,3,57.0,4,5,Bakı,2024-12-14 21:41:00
4782641,False,True,False,Agentlik,490000,Ağ şəhər q.,4,167.0,5,6,Bakı,2024-12-14 21:41:00
4551314,True,True,True,Agentlik,385000,Nəriman Nərimanov m.,4,175.0,7,20,Bakı,2024-12-14 21:39:00
4836459,True,True,True,Agentlik,220000,28 May m.,2,92.0,3,18,Bakı,2024-12-14 21:39:00
4836454,True,False,True,Agentlik,225000,Neftçilər m.,4,125.0,16,17,Bakı,2024-12-14 21:37:00
4831147,False,False,False,default,51000,Masazır q.,1,54.0,3,5,Bakı,2024-12-14 21:37:00
4836453,True,False,True,default,63000,Masazır q.,2,44.0,5,6,Bakı,2024-12-14 21:37:00
4810290,True,False,True,Agentlik,545000,Yasamal r.,3,147.0,19,27,Bakı,2024-12-14 21:36:00
4433320,True,True,True,default,390000,Nəsimi r.,3,130.0,14,16,Bakı,2024-12-14 21:36:00
4836450,True,True,True,Agentlik,299000,8 Noyabr m.,3,154.0,13,15,Bakı,2024-12-14 21:35:00
4823506,True,True,True,default,80000,Əhmədli m.,3,72.0,1,5,Bakı,2024-12-14 21:34:00
4623493,True,True,True,default,345000,Kubinka q.,3,101.0,12,16,Bakı,2024-12-14 21:34:00
4836445,False,False,True,Agentlik,360000,7-ci mikrorayon q.,4,182.0,12,13,Bakı,2024-12-14 21:31:00
4836443,True,True,False,Agentlik,330000,28 May m.,3,135.0,12,18,Bakı,2024-12-14 21:30:00
4818051,False,False,True,Agentlik,123000,Əhmədli q.,2,71.0,2,7,Bakı,2024-12-14 21:39:00
4820293,False,False,True,default,220000,Yasamal r.,3,123.0,15,22,Bakı,2024-12-14 21:28:00
4762850,True,True,True,Agentlik,230000,Səbail r.,3,110.0,4,19,Bakı,2024-12-14 21:28:00
4179740,False,False,False,Kompleks,196000,Nəriman Nərimanov m.,2,67.0,8,19,Bakı,2024-12-14 21:27:00
4792286,False,False,False,default,640000,Ağ şəhər q.,3,145.0,3,7,Bakı,2024-12-14 21:27:00
4126392,False,False,True,Kompleks,670000,Nərimanov r.,5,216.0,15,19,Bakı,2024-12-14 21:27:00
3891023,False,False,False,Kompleks,300000,Nərimanov r.,3,105.0,8,19,Bakı,2024-12-14 21:26:00
3891133,False,False,False,Kompleks,589950,Nərimanov r.,4,207.0,11,15,Bakı,2024-12-14 21:26:00
4179699,False,False,False,Kompleks,390450,Nəriman Nərimanov m.,3,137.0,8,19,Bakı,2024-12-14 21:26:00
4809918,True,False,True,Agentlik,115000,7-ci mikrorayon q.,2,55.0,4,5,Bakı,2024-12-14 21:26:00
4808835,False,False,True,Agentlik,240000,Memar Əcəmi m.,3,105.0,11,14,Bakı,2024-12-14 21:26:00
4836436,True,False,True,default,125000,M.Ə.Rəsulzadə q.,3,60.0,5,9,Bakı,2024-12-14 21:25:00
4836437,True,True,True,default,225000,Avtovağzal m.,4,125.0,14,17,Bakı,2024-12-14 21:25:00
4836435,True,False,True,default,123000,Lökbatan q.,4,84.0,1,5,Bakı,2024-12-14 21:24:00
4762105,True,False,True,default,340000,Nərimanov r.,7,202.0,9,10,Bakı,2024-12-14 21:24:00
4820948,True,True,True,Agentlik,450000,Elmlər Akademiyası m.,4,179.0,27,27,Bakı,2024-12-14 21:23:00
4836432,True,True,True,default,95000,Bakıxanov q.,2,41.0,5,5,Bakı,2024-12-14 21:23:00
4751571,True,False,True,Agentlik,399000,Nizami m.,4,167.0,11,18,Bakı,2024-12-14 21:22:00
4800839,True,False,True,Agentlik,135000,Nizami m.,1,40.0,2,5,Bakı,2024-12-14 21:21:00
4827521,True,True,True,Agentlik,439000,Şah İsmayıl Xətai m.,4,190.0,16,18,Bakı,2024-12-14 21:21:00
4130292,True,True,True,Agentlik,345000,Nizami m.,3,145.0,16,18,Bakı,2024-12-14 21:21:00
4828601,True,True,True,default,435000,Gənclik m.,3,145.0,12,18,Bakı,2024-12-14 21:21:00
4760619,True,False,True,Agentlik,359000,Nərimanov r.,3,138.0,5,14,Bakı,2024-12-14 21:20:00
4813633,True,False,True,default,390000,Nizami m.,3,105.0,1,4,Bakı,2024-12-14 21:20:00
4783221,True,True,False,Agentlik,208000,Həzi Aslanov m.,3,105.0,10,21,Bakı,2024-12-14 21:20:00
4771992,True,True,False,Agentlik,150000,Xətai r.,2,80.0,6,21,Bakı,2024-12-14 21:20:00
4799150,True,True,True,Agentlik,202000,Nərimanov r.,2,62.0,8,14,Bakı,2024-12-14 21:19:00
4823473,True,False,True,default,144000,7-ci mikrorayon q.,3,90.0,5,5,Bakı,2024-12-14 21:19:00
4773020,True,True,True,default,76000,Masazır q.,2,60.0,5,6,Bakı,2024-12-14 21:17:00
4814570,False,False,True,Agentlik,254900,Nərimanov r.,4,106.0,7,16,Bakı,2024-12-14 21:17:00
4831017,True,False,True,Agentlik,136000,Memar Əcəmi m.,2,55.0,3,5,Bakı,2024-12-14 21:16:00
4685057,True,True,True,default,368000,8-ci mikrorayon q.,3,152.0,14,17,Bakı,2024-12-14 21:16:00
4823530,False,False,False,default,610000,Ağ şəhər q.,4,194.0,8,8,Bakı,2024-12-14 21:15:00
4836427,True,False,True,default,180000,Həzi Aslanov q.,3,88.0,3,16,Bakı,2024-12-14 21:14:00
4765664,True,True,True,default,112000,Bakıxanov q.,2,67.0,2,19,Bakı,2024-12-14 21:14:00
4836426,True,True,True,Agentlik,243000,Gənclik m.,2,77.0,10,10,Bakı,2024-12-14 21:14:00
4836425,False,False,True,default,104000,Əmircan q.,2,62.0,11,12,Bakı,2024-12-14 21:13:00
4836423,False,False,True,default,180000,Memar Əcəmi m.,3,76.0,7,14,Bakı,2024-12-14 21:13:00
4836420,True,False,True,Agentlik,50000,Sahil m.,1,15.0,2,2,Bakı,2024-12-14 21:11:00
4622259,False,False,True,default,59000,Masazır q.,2,44.0,5,6,Bakı,2024-12-14 21:11:00
4836415,True,True,True,default,146000,Əhmədli m.,2,64.0,3,9,Bakı,2024-12-14 21:11:00
4766209,True,False,True,default,132000,Memar Əcəmi m.,2,50.0,4,5,Bakı,2024-12-14 21:09:00
4818701,False,False,True,Agentlik,165000,20 Yanvar m.,2,70.0,13,18,Bakı,2024-12-14 21:07:00
4769776,False,False,False,Agentlik,315000,Ağ şəhər q.,2,63.0,14,20,Bakı,2024-12-14 21:07:00
4769890,True,True,True,Agentlik,299000,Şah İsmayıl Xətai m.,3,90.0,4,7,Bakı,2024-12-14 21:07:00
4786675,True,False,True,default,280000,Bayıl q.,3,92.0,7,7,Bakı,2024-12-14 21:07:00
4621700,False,False,False,Agentlik,644000,Ağ şəhər q.,4,150.0,5,7,Bakı,2024-12-14 21:06:00
4661237,False,False,False,Agentlik,135300,Həzi Aslanov m.,2,82.0,6,13,Bakı,2024-12-14 21:06:00
4568051,True,True,True,Agentlik,293000,Gənclik m.,3,109.0,8,16,Bakı,2024-12-14 21:05:00
4825819,False,False,True,Agentlik,195000,Həzi Aslanov m.,3,102.0,15,17,Bakı,2024-12-14 21:05:00
4818083,False,False,True,Agentlik,620000,Nəriman Nərimanov m.,4,182.0,16,18,Bakı,2024-12-14 21:02:00
4830911,True,False,True,Agentlik,140000,Nərimanov r.,2,55.0,3,5,Bakı,2024-12-14 21:02:00
4672911,False,False,False,Agentlik,265000,Nardaran q.,1,70.0,6,7,Bakı,2024-12-14 21:02:00
4825895,True,True,True,Agentlik,450000,İnşaatçılar m.,4,178.0,27,27,Bakı,2024-12-14 21:02:00
4444996,True,False,False,default,215000,Bayıl q.,2,77.0,5,19,Bakı,2024-12-14 21:02:00
4006281,False,False,False,Agentlik,195000,Nardaran q.,1,53.0,6,7,Bakı,2024-12-14 21:01:00
4797577,True,True,True,default,255000,20 Yanvar m.,3,110.0,14,17,Bakı,2024-12-14 21:01:00
4742828,False,False,True,Agentlik,400000,Elmlər Akademiyası m.,3,135.0,8,20,Bakı,2024-12-14 21:01:00
4095188,False,False,False,Agentlik,355000,Nardaran q.,2,107.0,2,7,Bakı,2024-12-14 21:01:00
4047429,False,False,True,Agentlik,430000,Nardaran q.,2,84.0,3,8,Bakı,2024-12-14 21:01:00
4831349,False,False,True,Agentlik,270000,Nəriman Nərimanov m.,3,105.0,14,17,Bakı,2024-12-14 21:00:00
3048306,True,False,True,Agentlik,305000,Nəriman Nərimanov m.,3,131.0,12,14,Bakı,2024-12-14 21:00:00
4785536,True,True,True,default,96400,Zabrat q.,2,73.0,6,10,Bakı,2024-12-14 21:00:00
4833842,True,True,True,Agentlik,170000,Nəriman Nərimanov m.,2,75.0,16,17,Bakı,2024-12-14 21:00:00
4171646,True,True,True,default,140000,Əhmədli m.,2,60.0,6,9,Bakı,2024-12-14 20:59:00
4695490,True,False,True,default,569500,28 May m.,5,260.0,5,12,Bakı,2024-12-14 20:59:00
4688996,True,False,True,Agentlik,149000,Yasamal r.,1,43.0,5,16,Bakı,2024-12-14 20:59:00
4680267,True,False,True,default,539000,Nizami m.,3,155.0,8,12,Bakı,2024-12-14 20:58:00
4679695,True,False,True,Agentlik,135000,20 Yanvar m.,2,50.0,4,5,Bakı,2024-12-14 20:58:00
4470280,True,False,True,Agentlik,248000,Nəsimi r.,3,118.0,4,14,Bakı,2024-12-14 20:58:00
4685944,True,False,True,Agentlik,242000,Nəsimi r.,3,92.0,9,13,Bakı,2024-12-14 20:58:00
4713692,True,False,True,Agentlik,265000,20 Yanvar m.,4,140.0,7,24,Bakı,2024-12-14 20:58:00
4778659,True,False,True,default,685000,Ağ şəhər q.,4,165.0,2,7,Bakı,2024-12-14 20:57:00
4705939,False,False,True,Agentlik,330000,Elmlər Akademiyası m.,4,170.0,6,16,Bakı,2024-12-14 20:57:00
4624119,True,False,True,default,480000,8 Noyabr m.,4,206.0,3,14,Bakı,2024-12-14 20:56:00
4836408,True,True,True,default,205000,Yeni Yasamal q.,3,96.0,4,11,Bakı,2024-12-14 20:56:00
4836407,True,True,True,Agentlik,160000,Yasamal r.,2,65.0,5,9,Bakı,2024-12-14 20:55:00
4144482,True,False,True,Agentlik,330000,Nəsimi r.,3,161.0,7,16,Bakı,2024-12-14 20:56:00
4780044,True,True,True,Agentlik,180000,Gənclik m.,2,70.0,12,17,Bakı,2024-12-14 20:54:00
4061952,True,False,True,Agentlik,270000,Nəsimi r.,3,141.0,8,16,Bakı,2024-12-14 20:54:00
4094284,True,False,True,Agentlik,400000,Nəriman Nərimanov m.,4,186.0,5,16,Bakı,2024-12-14 20:53:00
